,Crime Type,Loss Amount,state,year,url
10608,Personal Data Breach,173304,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10609,Phishing/Vishing/Smishing/Pharming,64793,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10610,Ransomware,0,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10611,Re-shipping,2783,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10612,Real Estate/Rental,7017798,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10613,Spoofing,344343,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10614,Tech Support,193197,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10618,Virtual Currency,623285,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10620,Advanced Fee,663119,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10621,BEC/EAC,23879979,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10622,Charity,125,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10623,Civil Matter,1546,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10624,Confidence Fraud/Romance,3956170,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10625,Corporate Data Breach,4636234,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10626,Credit Card Fraud,1666258,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10627,Crimes Against Children,0,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10628,Denial of Service/TDos,49,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10629,Employment,312449,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10630,Extortion,1614512,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10631,Gambling,0,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10632,Government Impersonation,511658,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10633,Hacktivist,0,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10634,Harassment/Threats of Violence,518139,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10635,Health Care Related,6000,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10636,IPR/Copyright and Counterfeit,24570,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10637,,,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10638,Descriptors*,,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10639,Social Media,308367,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10640,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10641,Identity Theft,2460772,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10642,Investment,331569,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10643,Lottery/Sweepstakes/Inheritance,568955,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10644,Malware/Scareware/Virus,14288,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10645,Misrepresentation,118016,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10646,No Lead Value,0,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10647,Non-payment/Non-Delivery,1012477,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10648,Other,55201,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10649,Overpayment,648705,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10650,Personal Data Breach,1632311,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10651,Phishing/Vishing/Smishing/Pharming,139310,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10652,Ransomware,56452,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10653,Re-shipping,3220,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10654,Real Estate/Rental,1639536,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10655,Spoofing,388476,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10656,Tech Support,202723,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10657,Terrorism,0,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10658,,,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10660,Virtual Currency,403783,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10662,Advanced Fee,94327,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10663,BEC/EAC,1035252,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10664,Charity,0,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10665,Civil Matter,30,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10666,Confidence Fraud/Romance,3080221,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10667,Corporate Data Breach,52213,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10668,Credit Card Fraud,1081462,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10670,Denial of Service/TDos,0,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10671,Employment,64061,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10672,Extortion,1241990,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10674,Government Impersonation,313750,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10676,Harassment/Threats of Violence,8010,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10677,Health Care Related,0,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10678,IPR/Copyright and Counterfeit,10030,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10681,Social Media,213640,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10683,Identity Theft,1178695,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10684,Investment,133197,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10685,Lottery/Sweepstakes/Inheritance,376572,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10686,Malware/Scareware/Virus,800,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10687,Misrepresentation,108597,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10689,Non-payment/Non-Delivery,1387142,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10690,Other,65820,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10691,Overpayment,70477,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10692,Personal Data Breach,193569,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10693,Phishing/Vishing/Smishing/Pharming,13567,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10694,Ransomware,0,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10695,Re-shipping,0,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10696,Real Estate/Rental,84926,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10697,Spoofing,1148157,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10698,Tech Support,247921,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10699,Terrorism,343,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10702,Virtual Currency,176450,Connecticut,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10704,Advanced Fee,71144,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10705,BEC/EAC,831598,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10706,Charity,0,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10707,Civil Matter,3948,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10708,Confidence Fraud/Romance,927259,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10709,Corporate Data Breach,480120,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10710,Credit Card Fraud,90606,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10711,Crimes Against Children,0,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10712,Denial of Service/TDos,300,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10713,Employment,89458,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10714,Extortion,40913,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10715,Gambling,0,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10716,Government Impersonation,18260,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10717,Hacktivist,0,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10718,Harassment/Threats of Violence,54860,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10719,Health Care Related,1845,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10720,IPR/Copyright and Counterfeit,2050,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10721,,,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10722,Descriptors*,,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10723,Social Media,246705,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10724,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10725,Identity Theft,20238,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10726,Investment,17038,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10727,Lottery/Sweepstakes/Inheritance,3211,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10728,Malware/Scareware/Virus,500,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10729,Misrepresentation,101352,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10730,No Lead Value,0,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10731,Non-payment/Non-Delivery,412282,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10732,Other,1481,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10733,Overpayment,78658,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10734,Personal Data Breach,47337,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10735,Phishing/Vishing/Smishing/Pharming,46514,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10736,Ransomware,0,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10737,Re-shipping,0,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10738,Real Estate/Rental,282739,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10739,Spoofing,13430,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10740,Tech Support,112766,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10741,Terrorism,0,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10742,,,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10744,Virtual Currency,47808,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10746,Advanced Fee,291438,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10747,BEC/EAC,42186,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10749,Civil Matter,2025,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10750,Confidence Fraud/Romance,1636174,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10751,Corporate Data Breach,0,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10752,Credit Card Fraud,283972,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10754,Denial of Service/TDos,0,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10755,Employment,20269,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10756,Extortion,1253,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10758,Government Impersonation,18213,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10760,Harassment/Threats of Violence,1857,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10762,IPR/Copyright and Counterfeit,758,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10765,Social Media,22007,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10767,Identity Theft,29375,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10768,Investment,642457,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10769,Lottery/Sweepstakes/Inheritance,4600,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10770,Malware/Scareware/Virus,106,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10771,Misrepresentation,80369,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10773,Non-payment/Non-Delivery,359218,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10774,Other,2832,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10775,Overpayment,8297,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10776,Personal Data Breach,75960,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10777,Phishing/Vishing/Smishing/Pharming,4605,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10778,Ransomware,36722,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10779,Re-shipping,6284,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10780,Real Estate/Rental,80742,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10781,Spoofing,20826,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10782,Tech Support,41284,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10786,Virtual Currency,296189,Delaware,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10788,Advanced Fee,116108,District of Columbia,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10789,BEC/EAC,6223854,District of Columbia,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10790,Charity,1000,District of Columbia,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10791,Civil Matter,10518,District of Columbia,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10792,Confidence Fraud/Romance,92491,District of Columbia,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10793,Corporate Data Breach,390162,District of Columbia,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10794,Credit Card Fraud,150836,District of Columbia,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10795,Crimes Against Children,0,District of Columbia,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
